name,namespace,rootEntityType,methodName,methodVersion,methodNamespace,methodUrl,sourceRepo,workspace_key,name_key,methodPath
validate-bam,gatk,sample_set,validate-bam,7,gatk,agora://gatk/validate-bam/7,agora,broad-firecloud-ccle:CCLE_v2,validate-bam:broad-firecloud-ccle:CCLE_v2,NA
qc-analysis-pipeline,anvil-outreach,sample,NA,master,NA,dockstore://github.com%2Fgenome%2Fqc-analysis-pipeline/master,dockstore,anvil-outreach:demos-combine-data-workspaces,qc-analysis-pipeline:anvil-outreach:demos-combine-data-workspaces,github.com/genome/qc-analysis-pipeline
1-Funcotator-Workflow,help-gatk,NA,NA,4.2.0.0,NA,dockstore://github.com%2Fbroadinstitute%2Fgatk%2FFuncotator/4.2.0.0,dockstore,help-gatk:Variant-Functional-Annotation-With-Funcotator,1-Funcotator-Workflow:help-gatk:Variant-Functional-Annotation-With-Funcotator,github.com/broadinstitute/gatk/Funcotator
ReadsPipelineSparkMulticore,twhite,sample,ReadsPipelineSparkMulticore,12,twhite,agora://twhite/ReadsPipelineSparkMulticore/12,agora,help-gatk:Variant_Calling_Spark_Multicore,ReadsPipelineSparkMulticore:help-gatk:Variant_Calling_Spark_Multicore,NA
1-Processing-For-Variant-Discovery,gatk,sample,NA,1.1.0,NA,dockstore://github.com%2Fgatk-workflows%2Fgatk4-data-processing%2Fprocessing-for-variant-discovery-gatk4/1.1.0,dockstore,help-gatk:Germline-SNPs-Indels-GATK4-hg38,1-Processing-For-Variant-Discovery:help-gatk:Germline-SNPs-Indels-GATK4-hg38,github.com/gatk-workflows/gatk4-data-processing/processing-for-variant-discovery-gatk4
2-Haplotypecaller-GVCF,gatk,sample,NA,1.1.0,NA,dockstore://github.com%2Fgatk-workflows%2Fgatk4-germline-snps-indels%2Fhaplotypecaller-gvcf-gatk4-nio/1.1.0,dockstore,help-gatk:Germline-SNPs-Indels-GATK4-hg38,2-Haplotypecaller-GVCF:help-gatk:Germline-SNPs-Indels-GATK4-hg38,github.com/gatk-workflows/gatk4-germline-snps-indels/haplotypecaller-gvcf-gatk4-nio
3-Joint-Discovery,gatk,sample_set,NA,1.1.1,NA,dockstore://github.com%2Fgatk-workflows%2Fgatk4-germline-snps-indels%2Fjoint-discovery-gatk4/1.1.1,dockstore,help-gatk:Germline-SNPs-Indels-GATK4-hg38,3-Joint-Discovery:help-gatk:Germline-SNPs-Indels-GATK4-hg38,github.com/gatk-workflows/gatk4-germline-snps-indels/joint-discovery-gatk4
fungal-variant-call-gatk3,broad-fungal-methods,participant_set,funga-variant-call-gatk3,1,broad-fungal-methods,agora://broad-fungal-methods/funga-variant-call-gatk3/1,agora,broad-fungal-firecloud:broad-fungal-gatk3,fungal-variant-call-gatk3:broad-fungal-firecloud:broad-fungal-gatk3,NA
genesis_GWAS,fc-product-demo,sample_set,genesis_GWAS,3,analysis-commons-dev,agora://analysis-commons-dev/genesis_GWAS/3,agora,fc-product-demo:2019_ASHG_Reproducible_GWAS,genesis_GWAS:fc-product-demo:2019_ASHG_Reproducible_GWAS,NA
vcfToGDS,fc-product-demo,NA,NA,master,NA,dockstore://github.com%2Fmanning-lab%2FvcfToGds/master,dockstore,fc-product-demo:2019_ASHG_Reproducible_GWAS,vcfToGDS:fc-product-demo:2019_ASHG_Reproducible_GWAS,github.com/manning-lab/vcfToGds
Somatic_SNV_Indel_Discovery_MC,gatk,pair,Somatic_SNV_Indel_Discovery,4,gatk,agora://gatk/Somatic_SNV_Indel_Discovery/4,agora,help-gatk:Somatic_variant_discovery_hg38_v0,Somatic_SNV_Indel_Discovery_MC:help-gatk:Somatic_variant_discovery_hg38_v0,NA
ReblockGVCF,warp-pipelines,example,NA,ReblockGVCF_v2.1.5,NA,dockstore://github.com%2Fbroadinstitute%2Fwarp%2FReblockGVCF/ReblockGVCF_v2.1.5,dockstore,warp-pipelines:ReblockGVCF,ReblockGVCF:warp-pipelines:ReblockGVCF,github.com/broadinstitute/warp/ReblockGVCF
Part1_CRAM-To-BAM,fc-product-demo,sample,NA,1.0.1,NA,dockstore://github.com%2Fgatk-workflows%2Fseq-format-conversion%2FCRAM-to-BAM/1.0.1,dockstore,help-terra:gsutil-tutorial,Part1_CRAM-To-BAM:help-terra:gsutil-tutorial,github.com/gatk-workflows/seq-format-conversion/CRAM-to-BAM
Part2_CRAM-To-BAM,fc-product-demo,sample,NA,1.0.1,NA,dockstore://github.com%2Fgatk-workflows%2Fseq-format-conversion%2FCRAM-to-BAM/1.0.1,dockstore,help-terra:gsutil-tutorial,Part2_CRAM-To-BAM:help-terra:gsutil-tutorial,github.com/gatk-workflows/seq-format-conversion/CRAM-to-BAM
Part3_BAM-To-Unmapped-BAM,fc-product-demo,sample,NA,3.0.0,NA,dockstore://github.com%2Fgatk-workflows%2Fseq-format-conversion%2FBAM-to-Unmapped-BAM/3.0.0,dockstore,help-terra:gsutil-tutorial,Part3_BAM-To-Unmapped-BAM:help-terra:gsutil-tutorial,github.com/gatk-workflows/seq-format-conversion/BAM-to-Unmapped-BAM
01-cram-to-bam,gatk,sample,cram-to-bam,1,gatk,agora://gatk/cram-to-bam/1,agora,help-gatk:contamination-identification-with-pathseq,01-cram-to-bam:help-gatk:contamination-identification-with-pathseq,NA
02-contaminant-bam,gatk,pair,contaminant-bam,1,gatk,agora://gatk/contaminant-bam/1,agora,help-gatk:contamination-identification-with-pathseq,02-contaminant-bam:help-gatk:contamination-identification-with-pathseq,NA
03-pathseq-pipeline-WGS-meats,gatk,pair,pathseq-pipeline,2,gatk,agora://gatk/pathseq-pipeline/2,agora,help-gatk:contamination-identification-with-pathseq,03-pathseq-pipeline-WGS-meats:help-gatk:contamination-identification-with-pathseq,NA
pathseq-build-host-reference,gatk,NA,pathseq-build-host-reference,1,gatk,agora://gatk/pathseq-build-host-reference/1,agora,help-gatk:contamination-identification-with-pathseq,pathseq-build-host-reference:help-gatk:contamination-identification-with-pathseq,NA
pathseq-build-microbe-reference,gatk,NA,pathseq-build-microbe-reference,1,gatk,agora://gatk/pathseq-build-microbe-reference/1,agora,help-gatk:contamination-identification-with-pathseq,pathseq-build-microbe-reference:help-gatk:contamination-identification-with-pathseq,NA
panoply_main,broadcptac,sample_set,panoply_main,7,broadcptac,agora://broadcptac/panoply_main/7,agora,broad-firecloud-cptac:PANOPLY_Tutorial,panoply_main:broad-firecloud-cptac:PANOPLY_Tutorial,NA
panoply_main_phosphoproteome,broadcptac,sample_set,panoply_main,7,broadcptac,agora://broadcptac/panoply_main/7,agora,broad-firecloud-cptac:PANOPLY_Tutorial,panoply_main_phosphoproteome:broad-firecloud-cptac:PANOPLY_Tutorial,NA
panoply_main_proteome,broadcptac,sample_set,panoply_main,7,broadcptac,agora://broadcptac/panoply_main/7,agora,broad-firecloud-cptac:PANOPLY_Tutorial,panoply_main_proteome:broad-firecloud-cptac:PANOPLY_Tutorial,NA
panoply_unified_workflow,broadcptac,sample_set,panoply_unified_workflow,12,broadcptac,agora://broadcptac/panoply_unified_workflow/12,agora,broad-firecloud-cptac:PANOPLY_Tutorial,panoply_unified_workflow:broad-firecloud-cptac:PANOPLY_Tutorial,NA
mtx_workflow_biobakery_version3,mtx_workflow_biobakery_version3,participant,mtx_workflow_biobakery_version3,18,mtx_workflow_biobakery_version3,agora://mtx_workflow_biobakery_version3/mtx_workflow_biobakery_version3/18,agora,terra-biom-mass:HPFS,mtx_workflow_biobakery_version3:terra-biom-mass:HPFS,NA
ExomeGermlineSingleSample,broad-firecloud-dsde,NA,NA,1.4.0,NA,dockstore://github.com%2Fgatk-workflows%2Fgatk4-exome-analysis-pipeline%2FExomeGermlineSingleSample/1.4.0,dockstore,help-gatk:Exome-Analysis-Pipeline,ExomeGermlineSingleSample:help-gatk:Exome-Analysis-Pipeline,github.com/gatk-workflows/gatk4-exome-analysis-pipeline/ExomeGermlineSingleSample
CEMBA,brain-initiative-bcdc,file,NA,CEMBA_v1.1.1,NA,dockstore://github.com%2Fbroadinstitute%2Fwarp%2FCEMBA/CEMBA_v1.1.1,dockstore,brain-initiative-bcdc:Methyl-c-seq_Pipeline,CEMBA:brain-initiative-bcdc:Methyl-c-seq_Pipeline,github.com/broadinstitute/warp/CEMBA
gdc_file_downloader__biospecimen_supplement__bcr_xml__cfg,broadinstitute_cga,participant,gdc_file_downloader,2,broadinstitute_cga,agora://broadinstitute_cga/gdc_file_downloader/2,agora,broad-firecloud-tcga:TCGA_CHOL_hg38_OpenAccess_GDCDR-12-0_DATA,gdc_file_downloader__biospecimen_supplement__bcr_xml__cfg:broad-firecloud-tcga:TCGA_CHOL_hg38_OpenAccess_GDCDR-12-0_DATA,NA
gdc_file_downloader__clinical_supplement__bcr_xml__cfg,broadinstitute_cga,participant,gdc_file_downloader,2,broadinstitute_cga,agora://broadinstitute_cga/gdc_file_downloader/2,agora,broad-firecloud-tcga:TCGA_CHOL_hg38_OpenAccess_GDCDR-12-0_DATA,gdc_file_downloader__clinical_supplement__bcr_xml__cfg:broad-firecloud-tcga:TCGA_CHOL_hg38_OpenAccess_GDCDR-12-0_DATA,NA
gdc_file_downloader__GeneArray__DNAcopy__copy_number_segment__txt__cfg,broadinstitute_cga,sample,gdc_file_downloader,2,broadinstitute_cga,agora://broadinstitute_cga/gdc_file_downloader/2,agora,broad-firecloud-tcga:TCGA_CHOL_hg38_OpenAccess_GDCDR-12-0_DATA,gdc_file_downloader__GeneArray__DNAcopy__copy_number_segment__txt__cfg:broad-firecloud-tcga:TCGA_CHOL_hg38_OpenAccess_GDCDR-12-0_DATA,NA
gdc_file_downloader__GeneArray__DNAcopy__masked_copy_number_segment__txt__cfg,broadinstitute_cga,sample,gdc_file_downloader,2,broadinstitute_cga,agora://broadinstitute_cga/gdc_file_downloader/2,agora,broad-firecloud-tcga:TCGA_CHOL_hg38_OpenAccess_GDCDR-12-0_DATA,gdc_file_downloader__GeneArray__DNAcopy__masked_copy_number_segment__txt__cfg:broad-firecloud-tcga:TCGA_CHOL_hg38_OpenAccess_GDCDR-12-0_DATA,NA
gdc_file_downloader__MethArray__Lift__methylation_beta_value__txt__cfg,broadinstitute_cga,sample,gdc_file_downloader,2,broadinstitute_cga,agora://broadinstitute_cga/gdc_file_downloader/2,agora,broad-firecloud-tcga:TCGA_CHOL_hg38_OpenAccess_GDCDR-12-0_DATA,gdc_file_downloader__MethArray__Lift__methylation_beta_value__txt__cfg:broad-firecloud-tcga:TCGA_CHOL_hg38_OpenAccess_GDCDR-12-0_DATA,NA
gdc_file_downloader__miRNAseq__BCGSCmiRNA__isoform_expression_quantification__txt__cfg,broadinstitute_cga,sample,gdc_file_downloader,2,broadinstitute_cga,agora://broadinstitute_cga/gdc_file_downloader/2,agora,broad-firecloud-tcga:TCGA_CHOL_hg38_OpenAccess_GDCDR-12-0_DATA,gdc_file_downloader__miRNAseq__BCGSCmiRNA__isoform_expression_quantification__txt__cfg:broad-firecloud-tcga:TCGA_CHOL_hg38_OpenAccess_GDCDR-12-0_DATA,NA
gdc_file_downloader__miRNAseq__BCGSCmiRNA__mirna_expression_quantification__txt__cfg,broadinstitute_cga,sample,gdc_file_downloader,2,broadinstitute_cga,agora://broadinstitute_cga/gdc_file_downloader/2,agora,broad-firecloud-tcga:TCGA_CHOL_hg38_OpenAccess_GDCDR-12-0_DATA,gdc_file_downloader__miRNAseq__BCGSCmiRNA__mirna_expression_quantification__txt__cfg:broad-firecloud-tcga:TCGA_CHOL_hg38_OpenAccess_GDCDR-12-0_DATA,NA
gdc_file_downloader__RNAseq__HTSeqCounts__gene_expression_quantification__txt__cfg,broadinstitute_cga,sample,gdc_file_downloader,2,broadinstitute_cga,agora://broadinstitute_cga/gdc_file_downloader/2,agora,broad-firecloud-tcga:TCGA_CHOL_hg38_OpenAccess_GDCDR-12-0_DATA,gdc_file_downloader__RNAseq__HTSeqCounts__gene_expression_quantification__txt__cfg:broad-firecloud-tcga:TCGA_CHOL_hg38_OpenAccess_GDCDR-12-0_DATA,NA
gdc_file_downloader__RNAseq__HTSEQFPKMUQ__gene_expression_quantification__txt__cfg,broadinstitute_cga,sample,gdc_file_downloader,2,broadinstitute_cga,agora://broadinstitute_cga/gdc_file_downloader/2,agora,broad-firecloud-tcga:TCGA_CHOL_hg38_OpenAccess_GDCDR-12-0_DATA,gdc_file_downloader__RNAseq__HTSEQFPKMUQ__gene_expression_quantification__txt__cfg:broad-firecloud-tcga:TCGA_CHOL_hg38_OpenAccess_GDCDR-12-0_DATA,NA
gdc_file_downloader__RNAseq__HTSeqFPKM__gene_expression_quantification__txt__cfg,broadinstitute_cga,sample,gdc_file_downloader,2,broadinstitute_cga,agora://broadinstitute_cga/gdc_file_downloader/2,agora,broad-firecloud-tcga:TCGA_CHOL_hg38_OpenAccess_GDCDR-12-0_DATA,gdc_file_downloader__RNAseq__HTSeqFPKM__gene_expression_quantification__txt__cfg:broad-firecloud-tcga:TCGA_CHOL_hg38_OpenAccess_GDCDR-12-0_DATA,NA
gdc_file_downloader__WXS__MuSEAggrMask__masked_somatic_mutation__maf__cfg,broadinstitute_cga,sample,gdc_file_downloader,2,broadinstitute_cga,agora://broadinstitute_cga/gdc_file_downloader/2,agora,broad-firecloud-tcga:TCGA_CHOL_hg38_OpenAccess_GDCDR-12-0_DATA,gdc_file_downloader__WXS__MuSEAggrMask__masked_somatic_mutation__maf__cfg:broad-firecloud-tcga:TCGA_CHOL_hg38_OpenAccess_GDCDR-12-0_DATA,NA
gdc_file_downloader__WXS__MuTect2AggrMask__masked_somatic_mutation__maf__cfg,broadinstitute_cga,sample,gdc_file_downloader,2,broadinstitute_cga,agora://broadinstitute_cga/gdc_file_downloader/2,agora,broad-firecloud-tcga:TCGA_CHOL_hg38_OpenAccess_GDCDR-12-0_DATA,gdc_file_downloader__WXS__MuTect2AggrMask__masked_somatic_mutation__maf__cfg:broad-firecloud-tcga:TCGA_CHOL_hg38_OpenAccess_GDCDR-12-0_DATA,NA
gdc_file_downloader__WXS__SomSnipAggrMask__masked_somatic_mutation__maf__cfg,broadinstitute_cga,sample,gdc_file_downloader,2,broadinstitute_cga,agora://broadinstitute_cga/gdc_file_downloader/2,agora,broad-firecloud-tcga:TCGA_CHOL_hg38_OpenAccess_GDCDR-12-0_DATA,gdc_file_downloader__WXS__SomSnipAggrMask__masked_somatic_mutation__maf__cfg:broad-firecloud-tcga:TCGA_CHOL_hg38_OpenAccess_GDCDR-12-0_DATA,NA
gdc_file_downloader__WXS__VarScan2AggrMask__masked_somatic_mutation__maf__cfg,broadinstitute_cga,sample,gdc_file_downloader,2,broadinstitute_cga,agora://broadinstitute_cga/gdc_file_downloader/2,agora,broad-firecloud-tcga:TCGA_CHOL_hg38_OpenAccess_GDCDR-12-0_DATA,gdc_file_downloader__WXS__VarScan2AggrMask__masked_somatic_mutation__maf__cfg:broad-firecloud-tcga:TCGA_CHOL_hg38_OpenAccess_GDCDR-12-0_DATA,NA
gdc_file_downloader__biospecimen_supplement__bcr_xml__cfg,broadinstitute_cga,participant,gdc_file_downloader,2,broadinstitute_cga,agora://broadinstitute_cga/gdc_file_downloader/2,agora,broad-firecloud-tcga:TCGA_LIHC_hg38_OpenAccess_GDCDR-12-0_DATA,gdc_file_downloader__biospecimen_supplement__bcr_xml__cfg:broad-firecloud-tcga:TCGA_LIHC_hg38_OpenAccess_GDCDR-12-0_DATA,NA
gdc_file_downloader__clinical_supplement__bcr_xml__cfg,broadinstitute_cga,participant,gdc_file_downloader,2,broadinstitute_cga,agora://broadinstitute_cga/gdc_file_downloader/2,agora,broad-firecloud-tcga:TCGA_LIHC_hg38_OpenAccess_GDCDR-12-0_DATA,gdc_file_downloader__clinical_supplement__bcr_xml__cfg:broad-firecloud-tcga:TCGA_LIHC_hg38_OpenAccess_GDCDR-12-0_DATA,NA
gdc_file_downloader__GeneArray__DNAcopy__copy_number_segment__txt__cfg,broadinstitute_cga,sample,gdc_file_downloader,2,broadinstitute_cga,agora://broadinstitute_cga/gdc_file_downloader/2,agora,broad-firecloud-tcga:TCGA_LIHC_hg38_OpenAccess_GDCDR-12-0_DATA,gdc_file_downloader__GeneArray__DNAcopy__copy_number_segment__txt__cfg:broad-firecloud-tcga:TCGA_LIHC_hg38_OpenAccess_GDCDR-12-0_DATA,NA
gdc_file_downloader__GeneArray__DNAcopy__masked_copy_number_segment__txt__cfg,broadinstitute_cga,sample,gdc_file_downloader,2,broadinstitute_cga,agora://broadinstitute_cga/gdc_file_downloader/2,agora,broad-firecloud-tcga:TCGA_LIHC_hg38_OpenAccess_GDCDR-12-0_DATA,gdc_file_downloader__GeneArray__DNAcopy__masked_copy_number_segment__txt__cfg:broad-firecloud-tcga:TCGA_LIHC_hg38_OpenAccess_GDCDR-12-0_DATA,NA
gdc_file_downloader__MethArray__Lift__methylation_beta_value__txt__cfg,broadinstitute_cga,sample,gdc_file_downloader,2,broadinstitute_cga,agora://broadinstitute_cga/gdc_file_downloader/2,agora,broad-firecloud-tcga:TCGA_LIHC_hg38_OpenAccess_GDCDR-12-0_DATA,gdc_file_downloader__MethArray__Lift__methylation_beta_value__txt__cfg:broad-firecloud-tcga:TCGA_LIHC_hg38_OpenAccess_GDCDR-12-0_DATA,NA
gdc_file_downloader__miRNAseq__BCGSCmiRNA__isoform_expression_quantification__txt__cfg,broadinstitute_cga,sample,gdc_file_downloader,2,broadinstitute_cga,agora://broadinstitute_cga/gdc_file_downloader/2,agora,broad-firecloud-tcga:TCGA_LIHC_hg38_OpenAccess_GDCDR-12-0_DATA,gdc_file_downloader__miRNAseq__BCGSCmiRNA__isoform_expression_quantification__txt__cfg:broad-firecloud-tcga:TCGA_LIHC_hg38_OpenAccess_GDCDR-12-0_DATA,NA
gdc_file_downloader__miRNAseq__BCGSCmiRNA__mirna_expression_quantification__txt__cfg,broadinstitute_cga,sample,gdc_file_downloader,2,broadinstitute_cga,agora://broadinstitute_cga/gdc_file_downloader/2,agora,broad-firecloud-tcga:TCGA_LIHC_hg38_OpenAccess_GDCDR-12-0_DATA,gdc_file_downloader__miRNAseq__BCGSCmiRNA__mirna_expression_quantification__txt__cfg:broad-firecloud-tcga:TCGA_LIHC_hg38_OpenAccess_GDCDR-12-0_DATA,NA
gdc_file_downloader__RNAseq__HTSeqCounts__gene_expression_quantification__txt__cfg,broadinstitute_cga,sample,gdc_file_downloader,2,broadinstitute_cga,agora://broadinstitute_cga/gdc_file_downloader/2,agora,broad-firecloud-tcga:TCGA_LIHC_hg38_OpenAccess_GDCDR-12-0_DATA,gdc_file_downloader__RNAseq__HTSeqCounts__gene_expression_quantification__txt__cfg:broad-firecloud-tcga:TCGA_LIHC_hg38_OpenAccess_GDCDR-12-0_DATA,NA
gdc_file_downloader__RNAseq__HTSEQFPKMUQ__gene_expression_quantification__txt__cfg,broadinstitute_cga,sample,gdc_file_downloader,2,broadinstitute_cga,agora://broadinstitute_cga/gdc_file_downloader/2,agora,broad-firecloud-tcga:TCGA_LIHC_hg38_OpenAccess_GDCDR-12-0_DATA,gdc_file_downloader__RNAseq__HTSEQFPKMUQ__gene_expression_quantification__txt__cfg:broad-firecloud-tcga:TCGA_LIHC_hg38_OpenAccess_GDCDR-12-0_DATA,NA
gdc_file_downloader__RNAseq__HTSeqFPKM__gene_expression_quantification__txt__cfg,broadinstitute_cga,sample,gdc_file_downloader,2,broadinstitute_cga,agora://broadinstitute_cga/gdc_file_downloader/2,agora,broad-firecloud-tcga:TCGA_LIHC_hg38_OpenAccess_GDCDR-12-0_DATA,gdc_file_downloader__RNAseq__HTSeqFPKM__gene_expression_quantification__txt__cfg:broad-firecloud-tcga:TCGA_LIHC_hg38_OpenAccess_GDCDR-12-0_DATA,NA
gdc_file_downloader__WXS__MuSEAggrMask__masked_somatic_mutation__maf__cfg,broadinstitute_cga,sample,gdc_file_downloader,2,broadinstitute_cga,agora://broadinstitute_cga/gdc_file_downloader/2,agora,broad-firecloud-tcga:TCGA_LIHC_hg38_OpenAccess_GDCDR-12-0_DATA,gdc_file_downloader__WXS__MuSEAggrMask__masked_somatic_mutation__maf__cfg:broad-firecloud-tcga:TCGA_LIHC_hg38_OpenAccess_GDCDR-12-0_DATA,NA
gdc_file_downloader__WXS__MuTect2AggrMask__masked_somatic_mutation__maf__cfg,broadinstitute_cga,sample,gdc_file_downloader,2,broadinstitute_cga,agora://broadinstitute_cga/gdc_file_downloader/2,agora,broad-firecloud-tcga:TCGA_LIHC_hg38_OpenAccess_GDCDR-12-0_DATA,gdc_file_downloader__WXS__MuTect2AggrMask__masked_somatic_mutation__maf__cfg:broad-firecloud-tcga:TCGA_LIHC_hg38_OpenAccess_GDCDR-12-0_DATA,NA
gdc_file_downloader__WXS__SomSnipAggrMask__masked_somatic_mutation__maf__cfg,broadinstitute_cga,sample,gdc_file_downloader,2,broadinstitute_cga,agora://broadinstitute_cga/gdc_file_downloader/2,agora,broad-firecloud-tcga:TCGA_LIHC_hg38_OpenAccess_GDCDR-12-0_DATA,gdc_file_downloader__WXS__SomSnipAggrMask__masked_somatic_mutation__maf__cfg:broad-firecloud-tcga:TCGA_LIHC_hg38_OpenAccess_GDCDR-12-0_DATA,NA
gdc_file_downloader__WXS__VarScan2AggrMask__masked_somatic_mutation__maf__cfg,broadinstitute_cga,sample,gdc_file_downloader,2,broadinstitute_cga,agora://broadinstitute_cga/gdc_file_downloader/2,agora,broad-firecloud-tcga:TCGA_LIHC_hg38_OpenAccess_GDCDR-12-0_DATA,gdc_file_downloader__WXS__VarScan2AggrMask__masked_somatic_mutation__maf__cfg:broad-firecloud-tcga:TCGA_LIHC_hg38_OpenAccess_GDCDR-12-0_DATA,NA
five-dollar-genome-analysis-pipeline-Denmark-WS,gatk-workflows,sample,five-dollar-genome-analysis-pipeline-Denmark-WS,1,gatk-workflows,agora://gatk-workflows/five-dollar-genome-analysis-pipeline-Denmark-WS/1,agora,help-gatk:five-dollar-genome-analysis-pipeline_Denmark_WS,five-dollar-genome-analysis-pipeline-Denmark-WS:help-gatk:five-dollar-genome-analysis-pipeline_Denmark_WS,NA
gdc_file_downloader__biospecimen_supplement__bcr_xml__cfg,broadinstitute_cga,participant,gdc_file_downloader,2,broadinstitute_cga,agora://broadinstitute_cga/gdc_file_downloader/2,agora,broad-firecloud-tcga:TCGA_LUAD_hg38_OpenAccess_GDCDR-12-0_DATA,gdc_file_downloader__biospecimen_supplement__bcr_xml__cfg:broad-firecloud-tcga:TCGA_LUAD_hg38_OpenAccess_GDCDR-12-0_DATA,NA
gdc_file_downloader__clinical_supplement__bcr_xml__cfg,broadinstitute_cga,participant,gdc_file_downloader,2,broadinstitute_cga,agora://broadinstitute_cga/gdc_file_downloader/2,agora,broad-firecloud-tcga:TCGA_LUAD_hg38_OpenAccess_GDCDR-12-0_DATA,gdc_file_downloader__clinical_supplement__bcr_xml__cfg:broad-firecloud-tcga:TCGA_LUAD_hg38_OpenAccess_GDCDR-12-0_DATA,NA
gdc_file_downloader__GeneArray__DNAcopy__copy_number_segment__txt__cfg,broadinstitute_cga,sample,gdc_file_downloader,2,broadinstitute_cga,agora://broadinstitute_cga/gdc_file_downloader/2,agora,broad-firecloud-tcga:TCGA_LUAD_hg38_OpenAccess_GDCDR-12-0_DATA,gdc_file_downloader__GeneArray__DNAcopy__copy_number_segment__txt__cfg:broad-firecloud-tcga:TCGA_LUAD_hg38_OpenAccess_GDCDR-12-0_DATA,NA
gdc_file_downloader__GeneArray__DNAcopy__masked_copy_number_segment__txt__cfg,broadinstitute_cga,sample,gdc_file_downloader,2,broadinstitute_cga,agora://broadinstitute_cga/gdc_file_downloader/2,agora,broad-firecloud-tcga:TCGA_LUAD_hg38_OpenAccess_GDCDR-12-0_DATA,gdc_file_downloader__GeneArray__DNAcopy__masked_copy_number_segment__txt__cfg:broad-firecloud-tcga:TCGA_LUAD_hg38_OpenAccess_GDCDR-12-0_DATA,NA
gdc_file_downloader__MethArray__Lift__methylation_beta_value__txt__cfg,broadinstitute_cga,sample,gdc_file_downloader,2,broadinstitute_cga,agora://broadinstitute_cga/gdc_file_downloader/2,agora,broad-firecloud-tcga:TCGA_LUAD_hg38_OpenAccess_GDCDR-12-0_DATA,gdc_file_downloader__MethArray__Lift__methylation_beta_value__txt__cfg:broad-firecloud-tcga:TCGA_LUAD_hg38_OpenAccess_GDCDR-12-0_DATA,NA
gdc_file_downloader__miRNAseq__BCGSCmiRNA__isoform_expression_quantification__txt__cfg,broadinstitute_cga,sample,gdc_file_downloader,2,broadinstitute_cga,agora://broadinstitute_cga/gdc_file_downloader/2,agora,broad-firecloud-tcga:TCGA_LUAD_hg38_OpenAccess_GDCDR-12-0_DATA,gdc_file_downloader__miRNAseq__BCGSCmiRNA__isoform_expression_quantification__txt__cfg:broad-firecloud-tcga:TCGA_LUAD_hg38_OpenAccess_GDCDR-12-0_DATA,NA
gdc_file_downloader__miRNAseq__BCGSCmiRNA__mirna_expression_quantification__txt__cfg,broadinstitute_cga,sample,gdc_file_downloader,2,broadinstitute_cga,agora://broadinstitute_cga/gdc_file_downloader/2,agora,broad-firecloud-tcga:TCGA_LUAD_hg38_OpenAccess_GDCDR-12-0_DATA,gdc_file_downloader__miRNAseq__BCGSCmiRNA__mirna_expression_quantification__txt__cfg:broad-firecloud-tcga:TCGA_LUAD_hg38_OpenAccess_GDCDR-12-0_DATA,NA
gdc_file_downloader__RNAseq__HTSeqCounts__gene_expression_quantification__txt__cfg,broadinstitute_cga,sample,gdc_file_downloader,2,broadinstitute_cga,agora://broadinstitute_cga/gdc_file_downloader/2,agora,broad-firecloud-tcga:TCGA_LUAD_hg38_OpenAccess_GDCDR-12-0_DATA,gdc_file_downloader__RNAseq__HTSeqCounts__gene_expression_quantification__txt__cfg:broad-firecloud-tcga:TCGA_LUAD_hg38_OpenAccess_GDCDR-12-0_DATA,NA
gdc_file_downloader__RNAseq__HTSEQFPKMUQ__gene_expression_quantification__txt__cfg,broadinstitute_cga,sample,gdc_file_downloader,2,broadinstitute_cga,agora://broadinstitute_cga/gdc_file_downloader/2,agora,broad-firecloud-tcga:TCGA_LUAD_hg38_OpenAccess_GDCDR-12-0_DATA,gdc_file_downloader__RNAseq__HTSEQFPKMUQ__gene_expression_quantification__txt__cfg:broad-firecloud-tcga:TCGA_LUAD_hg38_OpenAccess_GDCDR-12-0_DATA,NA
gdc_file_downloader__RNAseq__HTSeqFPKM__gene_expression_quantification__txt__cfg,broadinstitute_cga,sample,gdc_file_downloader,2,broadinstitute_cga,agora://broadinstitute_cga/gdc_file_downloader/2,agora,broad-firecloud-tcga:TCGA_LUAD_hg38_OpenAccess_GDCDR-12-0_DATA,gdc_file_downloader__RNAseq__HTSeqFPKM__gene_expression_quantification__txt__cfg:broad-firecloud-tcga:TCGA_LUAD_hg38_OpenAccess_GDCDR-12-0_DATA,NA
gdc_file_downloader__WXS__MuSEAggrMask__masked_somatic_mutation__maf__cfg,broadinstitute_cga,sample,gdc_file_downloader,2,broadinstitute_cga,agora://broadinstitute_cga/gdc_file_downloader/2,agora,broad-firecloud-tcga:TCGA_LUAD_hg38_OpenAccess_GDCDR-12-0_DATA,gdc_file_downloader__WXS__MuSEAggrMask__masked_somatic_mutation__maf__cfg:broad-firecloud-tcga:TCGA_LUAD_hg38_OpenAccess_GDCDR-12-0_DATA,NA
gdc_file_downloader__WXS__MuTect2AggrMask__masked_somatic_mutation__maf__cfg,broadinstitute_cga,sample,gdc_file_downloader,2,broadinstitute_cga,agora://broadinstitute_cga/gdc_file_downloader/2,agora,broad-firecloud-tcga:TCGA_LUAD_hg38_OpenAccess_GDCDR-12-0_DATA,gdc_file_downloader__WXS__MuTect2AggrMask__masked_somatic_mutation__maf__cfg:broad-firecloud-tcga:TCGA_LUAD_hg38_OpenAccess_GDCDR-12-0_DATA,NA
